last_name,first_name,middle_name,nickname,full_name,birthday,chamber,state,party,url,address,phone,contact_form
Carl,Jerry,Lee,,Jerry L. Carl,1958-06-17,rep,AL,Republican,https://carl.house.gov,1330 Longworth House Office Building Washington DC 20515-0101,202-225-4931,
Moore,Barry,,,Barry Moore,1966-09-26,rep,AL,Republican,https://barrymoore.house.gov,1504 Longworth House Office Building Washington DC 20515-0102,202-225-2901,
Obernolte,Jay,Phillip,,Jay Obernolte,1970-08-18,rep,CA,Republican,https://obernolte.house.gov,1029 Longworth House Office Building Washington DC 20515-0508,202-225-5861,
Kim,Young,Oak,,Young Kim,1962-10-18,rep,CA,Republican,https://youngkim.house.gov,1306 Longworth House Office Building Washington DC 20515-0539,202-225-4111,
Steel,Michelle,Eunjoo,,Michelle Steel,1955-06-21,rep,CA,Republican,https://steel.house.gov,1113 Longworth House Office Building Washington DC 20515-0548,202-225-2415,
Jacobs,Sara,,,Sara Jacobs,1989-02-01,rep,CA,Democrat,https://sarajacobs.house.gov,1232 Longworth House Office Building Washington DC 20515-0553,202-225-2040,
Boebert,Lauren,Opal,,Lauren Boebert,1986-12-15,rep,CO,Republican,https://boebert.house.gov,1609 Longworth House Office Building Washington DC 20515-0603,202-225-4761,
Cammack,Katherine,,Kat,Kat Cammack,1988-02-16,rep,FL,Republican,https://cammack.house.gov,1626 Longworth House Office Building Washington DC 20515-0903,202-225-5744,
Franklin,C.,Scott,,C. Scott Franklin,1964-08-23,rep,FL,Republican,https://franklin.house.gov,1517 Longworth House Office Building Washington DC 20515-0915,202-225-1252,
Donalds,Byron,Lowell,,Byron Donalds,1978-10-28,rep,FL,Republican,https://donalds.house.gov,523 Cannon House Office Building Washington DC 20515-0919,202-225-2536,
Gimenez,Carlos,A.,,Carlos A. Gimenez,1954-01-17,rep,FL,Republican,https://gimenez.house.gov,419 Cannon House Office Building Washington DC 20515-0926,202-225-2778,
Salazar,Maria,Elvira,,Maria Elvira Salazar,1961-11-01,rep,FL,Republican,https://salazar.house.gov,1616 Longworth House Office Building Washington DC 20515-0927,202-225-3931,
Williams,Nikema,Natassha,,Nikema Williams,1978-07-30,rep,GA,Democrat,https://nikemawilliams.house.gov,1406 Longworth House Office Building Washington DC 20515-1005,202-225-3801,
Bourdeaux,Carolyn,,,Carolyn Bourdeaux,1970-06-03,rep,GA,Democrat,https://bourdeaux.house.gov,1319 Longworth House Office Building Washington DC 20515-1007,202-225-4272,
Clyde,Andrew,S.,,Andrew S. Clyde,1963-11-22,rep,GA,Republican,https://clyde.house.gov,521 Cannon House Office Building Washington DC 20515-1009,202-225-9893,
Greene,Marjorie,Taylor,,Marjorie Taylor Greene,1974-05-27,rep,GA,Republican,https://greene.house.gov,1023 Longworth House Office Building Washington DC 20515-1014,202-225-5211,
Kahele,Kaialiʻi,,,Kaiali’i Kahele,1974-03-28,rep,HI,Democrat,https://kahele.house.gov,1205 Longworth House Office Building Washington DC 20515-1102,202-225-4906,
Hinson,Ashley,,,Ashley Hinson,1983-06-27,rep,IA,Republican,https://hinson.house.gov,1429 Longworth House Office Building Washington DC 20515-1501,202-225-2911,
Miller-Meeks,Mariannette,Jane,,Mariannette Miller-Meeks,1955-09-06,rep,IA,Republican,https://millermeeks.house.gov,1716 Longworth House Office Building Washington DC 20515-1502,202-225-6576,
Feenstra,Randy,L.,,Randy Feenstra,1969-01-14,rep,IA,Republican,https://feenstra.house.gov,1440 Longworth House Office Building Washington DC 20515-1504,202-225-4426,
Newman,Marie,,,Marie Newman,1964-04-13,rep,IL,Democrat,https://newman.house.gov,1022 Longworth House Office Building Washington DC 20515-1303,202-225-5701,
Miller,Mary,E.,,Mary E. Miller,1959-08-27,rep,IL,Republican,https://marymiller.house.gov,1529 Longworth House Office Building Washington DC 20515-1315,202-225-5271,
Mrvan,Frank,John,,Frank J. Mrvan,1969-04-16,rep,IN,Democrat,https://mrvan.house.gov,1607 Longworth House Office Building Washington DC 20515-1401,202-225-2461,
Spartz,Victoria,,,Victoria Spartz,1978-10-06,rep,IN,Republican,https://spartz.house.gov,1523 Longworth House Office Building Washington DC 20515-1405,202-225-2276,
Mann,Tracey,Robert,,Tracey Mann,1976-12-17,rep,KS,Republican,https://mann.house.gov,522 Cannon House Office Building Washington DC 20515-1601,202-225-2715,
LaTurner,Jacob,,Jake,Jake LaTurner,1988-02-17,rep,KS,Republican,https://laturner.house.gov,1630 Longworth House Office Building Washington DC 20515-1602,202-225-6601,
Auchincloss,Jake,Daniel,,Jake Auchincloss,1988-01-29,rep,MA,Democrat,https://auchincloss.house.gov,1524 Longworth House Office Building Washington DC 20515-2104,202-225-5931,
Meijer,Peter,James,,Peter Meijer,1988-01-10,rep,MI,Republican,https://meijer.house.gov,1508 Longworth House Office Building Washington DC 20515-2203,202-225-3831,
McClain,Lisa,C.,,Lisa C. McClain,1966-04-07,rep,MI,Republican,https://mcclain.house.gov,218 Cannon House Office Building Washington DC 20515-2210,202-225-2106,
Fischbach,Michelle,Louise Helene,,Michelle Fischbach,1965-11-03,rep,MN,Republican,https://fischbach.house.gov,1237 Longworth House Office Building Washington DC 20515-2307,202-225-2165,
Bush,Cori,,,Cori Bush,1976-07-21,rep,MO,Democrat,https://bush.house.gov,1016 Longworth House Office Building Washington DC 20515-2501,202-225-2406,
Rosendale,Matthew,Martin,,Matthew M. Rosendale,1960-07-07,rep,MT,Republican,https://rosendale.house.gov,1037 Longworth House Office Building Washington DC 20515-2600,202-225-3211,
Ross,Deborah,Koff,,Deborah K. Ross,1963-06-20,rep,NC,Democrat,https://ross.house.gov,1208 Longworth House Office Building Washington DC 20515-3302,202-225-3032,
Manning,Kathy,Ellen,,Kathy E. Manning,1956-12-03,rep,NC,Democrat,https://manning.house.gov,415 Cannon House Office Building Washington DC 20515-3306,202-225-3065,
Cawthorn,David,,Madison,Madison Cawthorn,1995-08-01,rep,NC,Republican,https://cawthorn.house.gov,102 Cannon House Office Building Washington DC 20515-3311,202-225-6401,
Herrell,Yvette,,,Yvette Herrell,1964-03-16,rep,NM,Republican,https://herrell.house.gov,1305 Longworth House Office Building Washington DC 20515-3102,202-225-2365,
Leger Fernandez,Teresa,,,Teresa Leger Fernandez,1959-07-01,rep,NM,Democrat,https://fernandez.house.gov,1432 Longworth House Office Building Washington DC 20515-3103,202-225-6190,
Garbarino,Andrew,R.,,Andrew R. Garbarino,1984-09-27,rep,NY,Republican,https://garbarino.house.gov,1516 Longworth House Office Building Washington DC 20515-3202,202-225-7896,
Malliotakis,Nicole,,,Nicole Malliotakis,1980-11-11,rep,NY,Republican,https://malliotakis.house.gov,417 Cannon House Office Building Washington DC 20515-3211,202-225-3371,
Torres,Ritchie,John,,Ritchie Torres,1988-03-12,rep,NY,Democrat,https://ritchietorres.house.gov,317 Cannon House Office Building Washington DC 20515-3215,202-225-4361,
Bowman,Jamaal,,,Jamaal Bowman,1976-04-01,rep,NY,Democrat,https://bowman.house.gov,1605 Longworth House Office Building Washington DC 20515-3216,202-225-2464,
Jones,Mondaire,,,Mondaire Jones,1987-05-18,rep,NY,Democrat,https://jones.house.gov,1017 Longworth House Office Building Washington DC 20515-3217,202-225-6506,
Bice,Stephanie,I.,,Stephanie I. Bice,1973-11-11,rep,OK,Republican,https://bice.house.gov,1223 Longworth House Office Building Washington DC 20515-3605,202-225-2132,
Bentz,Cliff,Stewart,,Cliff Bentz,1952-01-12,rep,OR,Republican,https://bentz.house.gov,1239 Longworth House Office Building Washington DC 20515-3702,202-225-6730,
Mace,Nancy,Ruth,,Nancy Mace,1977-12-04,rep,SC,Republican,https://mace.house.gov,212 Cannon House Office Building Washington DC 20515-4001,202-225-3176,
Harshbarger,Diana,,,Diana Harshbarger,1960-01-01,rep,TN,Republican,https://harshbarger.house.gov,167 Cannon House Office Building Washington DC 20515-4201,202-225-6356,
Fallon,Patrick,Edward,Pat,Pat Fallon,1967-12-19,rep,TX,Republican,https://fallon.house.gov,1118 Longworth House Office Building Washington DC 20515-4304,202-225-6673,
Pfluger,August,Lee,,August Pfluger,1978-12-28,rep,TX,Republican,https://pfluger.house.gov,1531 Longworth House Office Building Washington DC 20515-4311,202-225-3605,
Jackson,Ronny,Lynn,,Ronny Jackson,1967-05-04,rep,TX,Republican,https://jackson.house.gov,118 Cannon House Office Building Washington DC 20515-4313,202-225-3706,
Nehls,Troy,E.,,Troy E. Nehls,1968-04-07,rep,TX,Republican,https://nehls.house.gov,1104 Longworth House Office Building Washington DC 20515-4322,202-225-5951,
Gonzales,Ernest,Anthony,Tony,Tony Gonzales,1980-10-10,rep,TX,Republican,https://gonzales.house.gov,1009 Longworth House Office Building Washington DC 20515-4323,202-225-4511,
Van Duyne,Beth,Ann,,Beth Van Duyne,1970-11-16,rep,TX,Republican,https://vanduyne.house.gov,1337 Longworth House Office Building Washington DC 20515-4324,202-225-6605,
Moore,Blake,David,,Blake D. Moore,1980-06-22,rep,UT,Republican,https://blakemoore.house.gov,1320 Longworth House Office Building Washington DC 20515-4401,202-225-0453,
Owens,Clarence,,Burgess,Burgess Owens,1951-08-02,rep,UT,Republican,https://owens.house.gov,1039 Longworth House Office Building Washington DC 20515-4404,202-225-3011,
Good,Robert,G.,Bob,Bob Good,1965-09-11,rep,VA,Republican,https://good.house.gov,1213 Longworth House Office Building Washington DC 20515-4605,202-225-4711,
Strickland,Marilyn,,,Marilyn Strickland,1962-09-25,rep,WA,Democrat,https://strickland.house.gov,1004 Longworth House Office Building Washington DC 20515-4710,202-225-9740,
Fitzgerald,Scott,L.,,Scott Fitzgerald,1963-11-16,rep,WI,Republican,https://fitzgerald.house.gov,1507 Longworth House Office Building Washington DC 20515-4905,202-225-5101,
Padilla,Alejandro,,Alex,Alex Padilla,1973-03-22,sen,CA,Democrat,,B03 Russell Senate Office Building Washington DC 20510,202-224-3553,
Ossoff,Jon,,,Jon Ossoff,1987-02-16,sen,GA,Democrat,,825 B&C Hart Senate Office Building Washington DC 20510,202-224-3521,
Warnock,Raphael,Gamaliel,,Raphael G. Warnock,1969-07-23,sen,GA,Democrat,,B40D Dirksen Senate Office Building Washington DC 20510,202-224-3643,
